Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Estimates Start After
Madagascar,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",18.278,30.457,31.907,19.469,9.72,10.566,14.492,15.461,26.338,9.017,11.859,8.54,14.567,9.99,38.992,49.036,19.761,4.492,6.21,8.062,10.67,7.917,16.499,-1.704,13.956,18.364,10.766,10.288,9.297,8.954,9.247,9.483,5.714,5.826,6.08,7.404,6.66,8.281,7.784,2017
Madagascar,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2017 Base year: 2010 Methodology used to derive volumes: Not applicable Formula used to derive volumes: Not applicable Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Low valued; Re-exports; Re-imports Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Malagasy ariary Data last updated: 08/2018,-0.632,-31.756,-3.532,-15,-6.116,2.994,12.403,-11.988,-2.21,-8.039,40.738,-14.136,8.749,13.664,4.102,6.339,-4.701,-0.006,18.116,1.646,3.132,10.121,32.117,-19.148,2.206,21.634,0.413,37.356,20.815,-6.81,-21.161,2.242,16.785,14.227,3.492,-7.092,21.017,4.402,4.465,2017
Madagascar,Volume of exports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2017 Base year: 2010 Methodology used to derive volumes: Not applicable Formula used to derive volumes: Not applicable Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Low valued; Re-exports; Re-imports Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Malagasy ariary Data last updated: 08/2018,--,-17.468,4.609,-9.778,12.138,-3.448,12.147,-4.608,-18.993,16.991,6.364,8.659,5.782,7.427,15.123,5.204,6.136,-15.61,18.172,14.735,7.994,29.842,6.268,-30.144,-2.348,32.633,0.136,22.851,10.178,-16.893,-6.973,3.772,7.037,-1.927,4.11,2.561,2.749,-14.1,0.241,2017
Madagascar,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Population,Persons,Millions,"Source: UN, World Bank, and National Statistical Office Latest actual data: 2010 Primary domestic currency: Malagasy ariary Data last updated: 08/2018",8.747,8.983,9.221,9.462,9.714,9.981,10.264,10.563,10.878,11.206,11.546,11.898,12.264,12.644,13.04,13.453,13.883,14.329,14.79,15.263,15.745,16.236,16.736,17.245,17.763,18.29,18.826,19.371,19.927,20.496,21.08,21.679,22.294,22.925,23.572,24.235,24.916,25.613,26.326,2010
Madagascar,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,118.275,138.392,137.269,126.804,113.542,116.409,121.868,107.897,127.714,119.687,107.696,98.624,105.51,99.955,95.047,86.467,37.367,32.75,31.49,33.678,31.69,32.181,33.028,33.891,34.651,35.533,38.402,35.968,35.1,2017
Malawi,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.395,-5.245,2.516,3.694,5.373,4.571,-0.215,1.625,3.177,1.345,5.692,8.73,-7.333,9.692,-10.313,13.83,9.979,6.587,1.061,3.541,0.775,-4.076,1.76,5.706,5.42,3.269,4.7,9.6,7.64,8.328,6.874,4.854,1.886,5.2,5.7,2.95,2.27,4,3.3,2011
Malawi,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.146,2.146,2.046,2.121,2.095,1.962,2.048,2.013,2.314,2.639,2.999,3.821,3.12,3.591,2.081,2.423,3.956,4.619,3.036,3.08,3.023,2.967,3.496,3.211,3.476,3.656,3.998,4.431,5.321,6.195,6.957,7.984,5.981,5.432,6.055,6.402,5.475,6.24,6.885,2011
Malawi,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",326.983,318.032,295.582,298.052,284.324,254.768,251.755,232.783,251.93,272.96,298.716,371.869,300.049,343.226,197.546,227.197,363.682,414.359,264.97,261.557,250.462,240.396,272.824,245.144,259.727,267.785,284.729,306.9,358.416,405.62,442.765,493.843,359.588,317.471,343.979,353.502,293.851,325.536,349.133,2011
Malawi,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2017 Primary domestic currency: Malawi kwacha Data last updated: 08/2018,0.203,0.227,0.249,0.283,0.339,0.375,0.429,0.536,0.718,0.807,0.903,0.977,1.204,1.478,1.99,3.645,5.021,5.479,7.111,10.294,13.341,14.36,15.468,16.679,18.009,19.478,21.102,22.899,24.895,26.991,28.991,31.2,37.844,48.546,60.088,73.222,89.131,100,109.194,2017
Malawi,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",19.19,12,9.524,13.768,19.745,10.638,14.183,25.053,33.838,12.453,11.857,8.227,23.236,22.775,34.659,83.148,37.733,9.137,29.779,44.759,29.597,7.641,7.714,7.827,7.976,8.16,8.337,8.516,8.716,8.416,7.409,7.621,21.296,28.279,23.775,21.858,21.727,12.195,9.194,2017
Malawi,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2017 Base year: 2005 Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Malawi kwacha Data last updated: 08/2018",13.984,-22.402,-4.589,1.793,-6.529,21.783,-26.189,-2.863,20.579,21.257,2.952,-0.441,14.966,-7.781,10.966,-11.184,9.706,22.947,-19.295,14.33,-21.679,-4.852,12.738,6.177,11.973,4.364,6.304,-10.377,37.561,-18.711,42.098,-14.302,-9.507,1.042,8.076,0.592,5.147,-2.499,3.559,2017
Malawi,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2017 Base year: 2005 Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Malawi kwacha Data last updated: 08/2018",33.124,-17.836,-10.009,3.312,32.775,5.045,-3.568,1.138,2.005,-14.931,24.929,5.344,-2.903,-5.105,10.287,-0.307,16.899,4.35,24.399,-16.568,-6.753,4.329,8.173,6.132,10.26,-11.38,10.854,44.601,7.147,-27.736,40.949,-8.668,5.021,22.393,5.59,-4.806,-1.334,14.336,9.07,2017
Malawi,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2016 Primary domestic currency: Malawi kwacha Data last updated: 08/2018,6.564,6.748,6.923,7.116,7.368,7.7,8.133,8.647,9.185,9.667,10.039,10.275,10.4,10.461,10.533,10.666,10.876,11.148,11.458,11.774,12.07,12.343,12.813,13.098,13.385,13.654,14.043,14.439,14.846,15.274,15.714,16.166,16.632,17.111,17.604,18.111,18.632,19.169,19.721,2016
Malawi,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,137.211,128.482,115.142,106.565,28.079,28.435,36.203,35.644,29.645,30.649,43.918,59.251,55.24,61.092,60.279,59.156,57.853,2018
Malaysia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.444,6.942,5.941,6.25,7.762,-0.876,1.153,5.389,9.938,9.06,9.007,9.547,8.886,9.896,9.211,9.83,10.002,7.327,-7.359,6.131,8.671,0.518,5.391,5.789,6.783,4.976,5.584,6.299,4.832,-1.514,7.528,5.294,5.473,4.694,6.007,5.092,4.223,5.897,4.7,2017
Malaysia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",26.382,26.938,28.868,32.286,36.568,33.612,29.879,34.046,37.315,41.095,46.575,52.765,63.521,71.837,79.985,95.395,108.3,107.57,77.508,84.996,100.719,99.639,108.296,118.344,133.966,148.245,168.084,199.96,238.645,208.914,255.024,298.986,313.539,324.938,340.066,301.793,297.832,312.386,347.29,2017
Malaysia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,899.977","1,893.237","1,978.383","2,158.889","2,385.618","2,124.286","1,837.926","2,041.02","2,182.863","2,347.175","2,549.611","2,844.899","3,331.389","3,664.867","3,971.093","4,612.497","5,103.04","4,941.362","3,470.465","3,710.067","4,286.832","4,130.378","4,379.641","4,673.914","5,171.417","5,599.049","6,264.419","7,378.585","8,646.566","7,439.435","8,920.481","10,287.883","10,624.834","10,754.655","11,073.995","9,677.163","9,415.092","9,755.178","10,703.606",2017
Malaysia,"Inflation, average consumer prices",Index,,Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2010 Primary domestic currency: Malaysian ringgit Data last updated: 09/2018,41.273,45.276,47.917,49.692,51.632,52.968,53.153,53.545,53.7,55.073,56.749,59.205,62.034,64.234,66.603,68.913,71.311,73.204,77.078,79.184,80.412,81.56,83.022,83.913,85.105,87.692,90.867,92.708,97.742,98.325,100.017,103.192,104.908,107.117,110.483,112.808,115.15,119.525,120.714,2017
Malaysia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",6.724,9.7,5.834,3.704,3.904,2.587,0.35,0.737,0.29,2.557,3.043,4.328,4.778,3.547,3.687,3.468,3.479,2.655,5.293,2.731,1.551,1.427,1.793,1.074,1.42,3.039,3.621,2.027,5.429,0.597,1.72,3.174,1.664,2.105,3.143,2.104,2.076,3.799,0.995,2017
Malaysia,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2017 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Other Oil coverage: Primary or unrefined products; Secondary or refined products. Includes crude oil Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Malaysian ringgit Data last updated: 09/2018",15.331,-0.453,9.372,10.207,4.871,-16.25,-6.469,8.474,24.517,29.12,21.7,22.594,5.708,15.957,26.158,24.842,5.211,6.238,-19.084,12.659,22.57,-6.847,4.46,2.756,19.281,6.03,14.411,3.32,-3.899,-21.902,12.117,5.6,-0.607,1.826,3.801,1.693,1.55,8.819,3.736,2017
Malaysia,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2017 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Other Oil coverage: Primary or unrefined products; Secondary or refined products. Includes crude oil Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Malaysian ringgit Data last updated: 09/2018",4.956,-9.582,9.886,17.309,12.141,-2.72,11.787,14.557,11.803,18.112,16.9,14.362,12.547,11.81,21.518,18.552,8.995,5.278,-0.261,13.664,13.278,-2.658,7.241,7.407,21.797,5.778,6.907,-3.852,-7.3,-10.467,3.622,6.257,-6.492,0.074,6.502,4.05,3.89,7.804,3.737,2017
Malaysia,Unemployment rate,Percent of total labor force,,Source: CEIC/IMF staff/NSO Latest actual data: 2017 Employment type: National definition Primary domestic currency: Malaysian ringgit Data last updated: 09/2018,n/a,n/a,n/a,n/a,n/a,6.893,8.261,8.207,8.079,6.715,5.055,4.345,3.718,3.026,2.947,3.143,2.516,2.445,3.225,3.425,3.1,3.675,3.475,3.6,3.55,3.55,3.325,3.225,3.325,3.675,3.025,3.075,2.925,3.3,2.85,3.15,3.45,3.425,3.225,2017
Malaysia,Population,Persons,Millions,Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2017 Primary domestic currency: Malaysian ringgit Data last updated: 09/2018,13.885,14.229,14.592,14.955,15.328,15.823,16.257,16.681,17.094,17.508,18.267,18.547,19.068,19.602,20.142,20.682,21.223,21.769,22.334,22.91,23.495,24.123,24.727,25.32,25.905,26.477,26.832,27.1,27.6,28.082,28.589,29.062,29.51,30.214,30.709,31.186,31.634,32.023,32.446,2017
Malaysia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,75.182,68.276,59.949,51.861,44.344,38.708,33.235,30.041,34.114,34.851,32.881,38.505,40.094,41.981,42.556,41.357,40.225,39.907,39.92,51.124,51.94,52.636,54.552,56.447,56.16,57.877,56.183,54.123,55.101,2016
Maldives,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",18.803,7.886,7.466,4.414,17.379,13.801,8.596,8.866,8.722,9.292,-4.049,6.896,6.467,5.417,7.505,7.377,9.084,10.405,9.789,7.23,4.77,3.452,6.098,25.394,5.943,-13.394,25.788,8.13,9.517,-6.629,7.093,8.431,2.331,7.105,7.565,2.246,4.481,4.834,4.656,2017
Maldives,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.063,0.073,0.087,0.094,0.113,0.134,0.158,0.149,0.178,0.201,0.231,0.262,0.306,0.346,0.382,0.466,0.527,0.652,0.693,0.756,0.801,0.767,0.828,1.052,1.227,1.163,1.575,1.868,2.272,2.345,2.588,2.629,2.885,3.284,3.69,3.995,4.213,4.505,4.809,2017
Maldives,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",412.508,464.914,534.906,560.243,646.388,737.78,835.636,769.824,897.934,987.814,"1,091.55","1,184.664","1,343.012","1,479.446","1,591.14","1,903.127","2,107.605","2,553.949","2,658.803","2,842.658","2,967.253","2,780.451","2,952.215","3,690.792","4,238.041","3,960.43","5,268.781","6,128.46","7,337.931","7,450.777","8,086.665","8,078.262","8,719.534","9,760.659","10,787.471","11,486.133","11,911.826","12,527.153","13,151.857",2014
Maldives,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2005. PCPIE with base year 2005 is not available Primary domestic currency: Maldivian rufiyaa Data last updated: 08/2018,26.364,29.29,29.053,31.926,32.243,29.29,31.955,35.694,38.009,40.732,47.062,52.945,61.87,74.322,76.838,81.055,86.116,92.643,91.336,94.036,92.929,93.554,94.422,91.775,97.593,99.993,103.493,110.525,123.82,129.447,137.42,152.892,169.54,175.978,179.713,183.112,184.579,188.773,191.901,2017
Maldives,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",27.877,11.1,-0.81,9.891,0.991,-9.158,9.1,11.7,6.484,7.164,15.542,12.5,16.857,20.126,3.386,5.488,6.244,7.579,-1.41,2.956,-1.178,0.673,0.927,-2.803,6.339,2.46,3.5,6.795,12.028,4.545,6.159,11.258,10.889,3.797,2.122,1.891,0.801,2.272,1.657,2017
Maldives,Volume of imports of goods and services,Percent change,,"Source: Central Bank. Maldives Customs service Latest actual data: 2017 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Other Oil coverage: Secondary or refined products. Re-export jet fuel Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Maldivian rufiyaa Data last updated: 08/2018",64.22,9.356,3.675,9.695,0.912,-9.752,-0.816,3.651,-0.327,18.092,-3.609,18.025,25.557,18.12,12.238,13.153,8.41,18.528,15.534,7.73,-11.557,16.531,-0.219,10.475,20.427,7.966,10.736,47.133,11.674,-19.845,3.119,45.603,-7.07,14.954,17.441,16.127,23.57,3.881,1.229,2017
Maldives,Volume of exports of goods and services,Percent change,,"Source: Central Bank. Maldives Customs service Latest actual data: 2017 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Other Oil coverage: Secondary or refined products. Re-export jet fuel Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Maldivian rufiyaa Data last updated: 08/2018",39.683,5.42,4.474,-3.43,9.493,10.818,4.721,-27.445,-10.147,17.943,18.561,3.529,25.59,5.362,28.764,9.677,13.167,13.989,14.805,9.969,5.476,13.297,5.645,12.234,7.986,-31.619,50.169,79.313,14.811,-6.609,9.122,31.09,2.283,19.6,14.904,4.56,2.09,8.625,17.889,2017
Maldives,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,Population,Persons,Millions,Source: Department of National Planning. Latest actual data: 2014. Latest census done in 2014. On National Planning Website. Primary domestic currency: Maldivian rufiyaa Data last updated: 08/2018,0.152,0.158,0.163,0.169,0.175,0.182,0.189,0.193,0.198,0.204,0.212,0.222,0.228,0.234,0.24,0.245,0.25,0.255,0.261,0.266,0.27,0.276,0.281,0.285,0.289,0.294,0.299,0.305,0.31,0.315,0.32,0.325,0.331,0.336,0.342,0.348,0.354,0.36,0.366,2014
Maldives,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38.112,39.261,38.948,39.017,41.845,44.279,37.606,34.674,43.196,36.78,35.824,38.958,48.387,52.748,51.864,57.124,55.981,55.065,54.699,61.696,63.911,65.447,2017
Mali,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.299,-4.542,-11.557,3.229,2.419,3.243,6.104,2.479,0.054,10.692,9.31,7.68,-1.562,3.561,3.802,2.997,7.281,4.797,2.926,6.245,-0.061,15.376,3.106,9.119,1.56,6.535,4.662,3.494,4.773,4.679,5.413,3.24,-0.836,2.304,7.076,6.172,5.763,5.429,5.1,2016
Mali,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.031,1.66,1.468,1.418,1.416,1.426,1.981,2.308,2.316,2.827,3.223,3.284,3.372,3.362,2.575,3.337,3.416,3.208,3.328,3.444,2.962,3.468,3.902,4.712,5.45,6.255,6.906,8.157,9.797,10.207,10.699,12.99,12.45,13.25,14.369,13.106,14.014,15.366,17.407,2016
Mali,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",286.454,229.442,198.675,188.035,184.137,182.083,248.952,285.835,282.798,339.689,379.949,378.695,379.291,368.181,274.392,346.178,345.045,315.485,318.588,320.773,268.147,304.824,332.816,389.761,436.875,485.608,518.854,592.868,688.772,694.641,705.377,830.61,772.677,798.568,838.36,740.32,766.233,813.3,891.888,2013
Mali,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. January of year Primary domestic currency: CFA franc Data last updated: 08/2018,48.547,54.721,56.828,62.796,69.523,75.835,74.783,63.613,69.305,69.196,70.308,71.368,67.153,66.772,82.99,92.653,98.63,97.966,101.954,100.767,100,105.174,110.293,109.015,105.626,112.4,114.108,115.769,126.329,129.129,130.794,134.785,141.956,141.103,142.356,144.409,141.809,144.31,147.876,2017
Mali,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",20.25,12.717,3.852,10.5,10.714,9.078,-1.387,-14.936,8.948,-0.158,1.608,1.508,-5.907,-0.568,24.289,11.643,6.452,-0.673,4.07,-1.164,-0.761,5.174,4.867,-1.159,-3.109,6.414,1.519,1.456,9.121,2.217,1.289,3.051,5.32,-0.601,0.888,1.442,-1.8,1.764,2.471,2017
Mali,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016 Base year: 1998 Methodology used to derive volumes: Other Formula used to derive volumes: trade volumes directly from the authorities? data on physical exports of main categories (agricultural products, cotton, gold) Chain-weighted: No Trade System: Special trade Oil coverage: Primary or unrefined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 08/2018",18.329,-12.079,10.245,26.688,23.571,38.905,-11.828,-3.892,9.102,-2.678,12.667,0.944,7.462,-5.017,-6.394,18.848,-12.798,11.264,4.054,5.01,-4.017,26.989,-9.45,15.548,38.031,6.512,13.688,1.303,19.636,-12.811,18.874,12.351,4.054,25.931,10.723,46.524,15.85,1.977,3.178,2016
Mali,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016 Base year: 1998 Methodology used to derive volumes: Other Formula used to derive volumes: trade volumes directly from the authorities? data on physical exports of main categories (agricultural products, cotton, gold) Chain-weighted: No Trade System: Special trade Oil coverage: Primary or unrefined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 08/2018",22.587,-6.128,11.585,27.321,21.856,-3.246,9.683,-3.749,-2.289,18.441,1.512,13.114,7.006,8.955,-6.383,10.626,4.26,38.936,1.265,23.553,-3.385,23.99,33.012,-11.849,-5.322,16.796,-1.75,-6.056,-4.709,-11.321,-2.422,4.527,8.624,10.741,-0.841,30.743,-3.742,5.936,7.957,2016
Mali,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Population,Persons,Millions,Source: Other Latest actual data: 2013 Notes: Population data from World Development Indicators. Primary domestic currency: CFA franc Data last updated: 08/2018,7.09,7.234,7.387,7.542,7.693,7.832,7.957,8.073,8.19,8.323,8.482,8.673,8.891,9.131,9.384,9.641,9.901,10.168,10.445,10.737,11.047,11.376,11.723,12.089,12.475,12.881,13.31,13.759,14.223,14.695,15.167,15.639,16.112,16.592,17.139,17.703,18.289,18.893,19.517,2013
Mali,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.522,77.498,42.643,44.15,42.434,46.626,18.066,18.535,20.265,21.937,25.289,23.965,25.39,26.368,27.358,30.667,35.952,35.446,36.921,2016
Malta,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.627,2.925,2.516,0.47,3.821,1.854,3.959,3.324,-2.448,3.543,1.327,2.721,4.599,8.162,9.521,5.212,6.683,5.668,2017
Malta,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.367,3.433,3.475,3.682,3.842,4.059,4.068,4.474,5.422,6.049,6.402,6.79,7.944,9.02,8.55,8.757,9.517,9.215,10.149,11.252,10.569,11.265,12.578,14.27,2017
Malta,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,943.296","9,071.562","9,111.743","9,583.837","9,944.329","10,440.479","10,391.869","11,337.664","13,648.264","15,126.472","15,899.493","16,765.532","19,584.633","22,116.124","20,806.321","21,150.423","22,933.749","22,069.52","24,021.743","26,202.597","24,036.728","25,011.014","27,326.715","30,555.309",2017
Malta,"Inflation, average consumer prices",Index,,Source: Haver Analytics. Eurostat Latest actual data: 2017 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015 Primary domestic currency: Euro Data last updated: 09/2018,42.534,47.472,50.233,49.769,49.549,49.432,50.436,50.645,51.124,51.567,53.101,54.456,55.461,57.697,60.078,62.466,63.693,66.192,68.632,70.206,72.338,74.157,76.095,77.564,79.678,81.688,83.792,84.376,88.328,89.953,91.789,94.096,97.133,98.083,98.84,100.003,100.903,102.175,104.026,2017
Malta,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.692,11.61,5.817,-0.925,-0.443,-0.236,2.031,0.416,0.946,0.866,2.975,2.552,1.845,4.031,4.128,3.973,1.964,3.924,3.686,2.294,3.037,2.514,2.614,1.931,2.726,2.522,2.576,0.697,4.684,1.84,2.041,2.513,3.227,0.979,0.771,1.176,0.9,1.261,1.812,2017
Malta,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2017 Base year: 2008 Methodology used to derive volumes: Other Chain-weighted: Yes, from 2008 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Euro Data last updated: 09/2018",17.843,-8.248,-4.05,-4.249,3.796,9.044,-0.033,14.029,34.868,11.077,15.665,5.394,3.026,5.874,7.534,10.032,-5.921,-1.684,2.511,10.125,10.431,-9.157,1.242,4.555,-1.176,5.986,18.433,8.13,19.529,0.303,7.634,-0.436,5.052,-0.018,-0.221,7.433,0.697,-1.949,1.4,2017
Malta,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2017 Base year: 2008 Methodology used to derive volumes: Other Chain-weighted: Yes, from 2008 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Euro Data last updated: 09/2018",16.331,-11.931,-15.656,1.331,3.884,7.221,6.862,14.347,26.189,10.7,13.269,7.525,9.668,5.296,7.123,5.366,-5.899,3.975,8.141,8.231,5.582,-3.979,6.312,-0.342,-2.104,4.303,17.511,10.865,19.409,-0.438,6.883,1.546,6.992,0.886,3.267,3.713,4.178,3.841,2.04,2017
Malta,Unemployment rate,Percent of total labor force,,"Source: Eurostat, Labor Force Survey Latest actual data: 2017 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2018",n/a,n/a,n/a,12.5,12.5,12.2,11,8.2,6.2,4.636,4.8,4.4,4.9,5.4,5.4,4.9,5.2,6.2,6.6,7.1,7.225,7.992,7.467,7.975,7.642,7.383,7.25,6.95,6.492,7.325,7.283,6.85,6.767,6.825,6.275,5.9,5.25,4.575,4.1,2017
Malta,Population,Persons,Millions,Source: Eurostat Latest actual data: 2017 Primary domestic currency: Euro Data last updated: 09/2018,0.315,0.318,0.32,0.332,0.329,0.332,0.341,0.343,0.346,0.349,0.352,0.362,0.366,0.369,0.373,0.376,0.378,0.381,0.384,0.386,0.389,0.391,0.395,0.397,0.4,0.403,0.405,0.406,0.408,0.411,0.414,0.415,0.418,0.423,0.429,0.44,0.45,0.46,0.467,2017
Malta,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45.118,51.252,60.547,66.091,69.483,64.154,70.121,64.877,68.659,71.09,70.036,64.478,62.26,62.607,67.649,67.461,70.126,67.733,68.396,63.655,58.643,56.271,50.653,45.084,2017
